name,N,chi2,chi2N,huber_ilg,medabs_ilg
UGC03205,45,310.29884530691527,6.895529895709228,2.2231752665105073,2.5153371633521067
UGC03546,30,205.8897046224074,6.862990154080247,2.029804821346843,1.3343093675770528
UGC03580,44,45.48898304916836,1.0338405238447355,0.5141401660047653,0.8995462985843952
UGC04278,22,59.78623214683655,2.7175560066743887,1.2405526994217984,1.4415655054099568
UGC04305,21,11.12812889005621,0.5299108995264862,0.2649554497632431,0.7296177900748934
UGC04325,8,48.11038468024721,6.013798085030901,2.3144223300016713,2.219456992196946
UGC04483,8,9.177631711512666,1.1472039639390832,0.5735449552192857,1.1536906676052388
UGC04499,9,12.25598352030603,1.36177594670067,0.6740892481052835,1.191826614031823
UGC05005,11,3.6398610394589674,0.3308964581326334,0.1654482290663167,0.25282714156313363
UGC05253,63,364.1564335654056,5.780260850244534,1.9191871326205991,1.902944189041016
UGC05716,12,46.856606978180245,3.904717248181687,1.729823161595619,2.027343543290816
UGC05721,22,199.9901904066884,9.090463200304018,3.0512139431709255,3.0676642656087028
UGC05750,10,4.139323545077503,0.41393235450775034,0.20696617725387517,0.4558299433765679
UGC05764,10,67.55977084211138,6.755977084211137,2.542424359077738,2.723338534539868
UGC05829,11,21.2018566412826,1.9274415128438727,0.9439341966401276,1.4332701579935738
UGC05918,8,22.036074030080478,2.7545092537600597,1.3080274782491275,1.7037777126342757
UGC05986,15,53.538015658042255,3.5692010438694837,1.6039969449757832,1.9345339638994379
UGC06399,9,21.60047813959509,2.4000531266216765,1.1483413639926434,1.5540266193997807
UGC06446,17,74.42550580344934,4.377970929614667,1.8297263429967752,2.1853405294689776
UGC06614,13,200.12989748724613,15.394607499018933,3.492194802476212,2.160241119784725
UGC06628,7,12.764537990916253,1.8235054272737503,0.7893088805337575,0.7704028659526206
UGC06667,8,67.69048457768761,8.461310572210952,2.9886507033355847,2.9021589897647164
UGC06786,41,53.29957382924938,1.2999896055914484,0.6322947854888114,1.0443417977995983
UGC06787,63,139.84273234753525,2.219725910278337,1.025198933357452,1.4230411630212325
UGC06818,8,7.238897466513866,0.9048621833142333,0.45165962878299243,0.7838581240427004
UGC06917,11,13.40947340809362,1.2190430370994199,0.6000598500346163,1.0797632213496045
UGC06930,10,4.633844660949901,0.46338446609499007,0.23161500795332488,0.5889226100567448
UGC06973,9,114.12052380554836,12.680058200616484,3.823564638866343,3.705447446741536
UGC06983,17,33.859841675539016,1.9917553926787657,0.9147616245897126,1.2359129654550567
UGC07089,12,1.3822248489616598,0.11518540408013832,0.05759270204006916,0.17239399148696163
UGC07125,13,6.551242887323786,0.5039417605633681,0.2519708802816841,0.48323367345397633
UGC07151,11,25.253081645978185,2.295734695088926,1.0729205834309232,1.427209638868472
UGC07261,7,17.91829729422474,2.55975675631782,1.2138478346113148,1.5006592955814748
UGC07323,9,3.909395987600051,0.4343773319555612,0.2171886659777806,0.7443482575442777
UGC07399,10,134.68825514434099,13.468825514434098,3.989815489722497,3.7680178801572284
UGC07524,27,44.46969835529553,1.6470258650109455,0.801664530421328,1.4149591369727725
UGC07559,7,6.507730482303733,0.9296757831862477,0.46483789159312383,1.0669456754752444
UGC07577,9,0.807953611800414,0.08977262353337934,0.04488631176668967,0.1814117747503599
