g_bar,g_obs
3.6882881510183264e-11,4.807055887260242e-11
3.2046312384922506e-11,4.382563241715627e-11
2.841068525834735e-11,4.132131056474734e-11
2.5481438319209113e-11,3.9087726209896134e-11
2.283815850190452e-11,3.692800253484118e-11
2.0826632292959583e-11,3.4287243710305895e-11
1.9126727937620107e-11,3.2298566551120076e-11
1.754547926293745e-11,3.0756645833308923e-11
1.6300793374819656e-11,2.945691919954941e-11
1.5094714667834908e-11,2.7569053479009934e-11
1.6739556943380663e-10,3.7118364461203095e-10
1.0765647400773781e-10,1.899507060232919e-10
6.444059775913307e-11,1.5302353552515576e-10
3.8719321388999214e-11,1.1201973532916608e-10
2.4965957550226822e-11,8.610515230071291e-11
1.686304839498988e-11,6.97125927493486e-11
1.2001865776236915e-11,5.7321601966241114e-11
8.882413720840885e-12,4.90452342237107e-11
6.859670057985027e-12,4.370274357312595e-11
5.582357873656601e-12,3.9255789024274127e-11
4.668248409680712e-12,3.554923383743279e-11
3.9828326397987e-12,3.223756552221826e-11
3.438713708229787e-12,3.004541279484514e-11
3.1469523655217108e-12,2.7609904947072802e-11
1.1316420033124503e-11,7.970412976164759e-12
1.4014483122247e-11,1.285686039742083e-11
1.580626459174351e-11,1.3217874739398291e-11
1.6246085729341435e-11,1.6582576725761807e-11
1.5786264489222444e-11,1.9531941840273488e-11
1.4432933398422703e-11,2.3053631397766205e-11
1.3593545549010307e-11,2.5457372817228283e-11
1.3097323909318996e-11,2.6312538901330183e-11
1.228608933292804e-11,2.5655257256579814e-11
1.1166877490519435e-11,2.6587750873877888e-11
1.0210123657109338e-11,2.657114068243208e-11
9.638494471611774e-12,2.5242814841000194e-11
9.100458709113412e-12,2.4040233957799563e-11
8.617812627168459e-12,2.4213722135977936e-11
8.076317208408638e-12,2.3837085746100497e-11
7.641032741677357e-12,2.3220402872749877e-11
7.1284227154893055e-12,2.2462563562490657e-11
6.686582366110881e-12,1.9305956519177518e-11
6.3072279985250405e-12,1.8594542650903973e-11
6.093790463921984e-12,1.7647759438199405e-11
5.86504357156174e-12,1.610809755058195e-11
5.565399361602898e-12,1.4247339507331875e-11
5.236344643766006e-12,1.4492131931731624e-11
4.890328342386522e-12,1.336820982911408e-11
4.620832611452979e-12,1.304924400411525e-11
1.989151094548858e-10,1.6798444588464032e-10
2.266805559469131e-10,1.9048155766575558e-10
2.357179022775669e-10,2.1461033700583276e-10
2.245406233429565e-10,2.12574873819203e-10
2.1438263209059593e-10,2.1919406828802402e-10
2.0020582073580607e-10,2.0969268564710843e-10
1.897574158835602e-10,1.8784969755886796e-10
1.8239986121131342e-10,1.7937245503124271e-10
1.7705218785616916e-10,1.7214142847565202e-10
1.7299551696511047e-10,1.7747306862079703e-10
1.736422601120811e-10,1.7786588387785448e-10
1.712059553568673e-10,1.6838740680977512e-10
1.7079296473492368e-10,1.6829837647729006e-10
1.721276403770553e-10,1.6890826254166974e-10
1.725136666044209e-10,1.5936542285004998e-10
1.7131562238988566e-10,1.5704943144994991e-10
1.6995687911017825e-10,1.5540693026637409e-10
1.6858866655865204e-10,1.5299880976120445e-10
1.6802276335269669e-10,1.4334104300570197e-10
1.6270628673920707e-10,1.3705415515457473e-10
1.550121851508514e-10,1.318495669841478e-10
1.4710665904004238e-10,1.239480374999016e-10
1.401928036999024e-10,1.2158890029277445e-10
1.3280907758679064e-10,1.165983111016531e-10
1.2674368930001817e-10,1.1240412724907566e-10
1.2109264172427447e-10,1.104991403830921e-10
1.162015945577995e-10,1.0873962080319433e-10
1.1224355488969874e-10,1.0945956182508353e-10
1.0829499692208926e-10,1.0362299554871125e-10
1.0573097644623133e-10,1.0047336042565011e-10
1.0354856837521052e-10,1.0140954391036119e-10
1.0134952841838639e-10,1.0630316783254442e-10
9.86372286018085e-11,1.0921819629308025e-10
9.663285719052913e-11,1.1015742043356921e-10
9.408600334817042e-11,1.1111548109856924e-10
9.0969231600113e-11,1.1569204180999385e-10
8.834878024614352e-11,1.1308244688194888e-10
7.655108732371495e-11,1.0093936533757853e-10
6.646515320047312e-11,9.545934061921758e-11
5.7915076165166494e-11,9.108778099123126e-11
5.0276671110492496e-11,8.495282875249558e-11
4.3797615918489384e-11,7.963658909004813e-11
3.875830875067975e-11,7.391556975886652e-11
3.455754065774423e-11,6.905400879486053e-11
3.096348492074167e-11,6.471098937380012e-11
2.8044349169948655e-11,6.185215153757953e-11
2.5687665737305374e-11,5.93863315746512e-11
2.3574972950558566e-11,5.624086909718027e-11
2.169067972318682e-11,5.2580551357399096e-11
2.0205666079886964e-11,5.011032411242062e-11
1.8836258130007787e-11,4.857399856151709e-11
1.7592366735104324e-11,4.791202784681079e-11
1.642600323174153e-11,4.5942489789349605e-11
1.5405258854334623e-11,4.5460095616482104e-11
1.445861415480679e-11,4.4365445465289164e-11
1.3504136753358518e-11,4.271248550011445e-11
1.2621109083344317e-11,4.12078760180831e-11
1.1830322564396169e-11,3.97780399314043e-11
1.1117337205344836e-11,3.902438176259979e-11
1.0459787393423166e-11,3.7782696888335254e-11
9.83163913311078e-12,3.605041229003371e-11
9.249508401435277e-12,3.547887390733921e-11
8.681722916803362e-12,3.4449587452952215e-11
8.16557701646159e-12,3.4465319830938065e-11
7.674759194863693e-12,3.3502063267748066e-11
7.23448749203994e-12,3.213113806110928e-11
6.813926789382339e-12,3.036025187561102e-11
6.475104954831134e-12,3.0023402068130185e-11
6.217894277808998e-12,3.0163659378963913e-11
5.9713945603229445e-12,2.8992160901482012e-11
5.749348884136312e-12,2.7879900914248344e-11
5.568751578173109e-10,4.005251980705362e-10
3.2029179017219827e-10,2.5240618166011654e-10
1.5773296897708344e-10,1.5878907799359095e-10
1.0342809338534514e-10,1.1232030155754563e-10
6.225303103592152e-11,6.643464841779813e-11
4.219390939420795e-11,6.757938143712328e-11
3.0217696816668066e-11,4.581694397566782e-11
2.2648864975272687e-11,3.1590084813059703e-11
1.4193441280631152e-11,2.8753997198731678e-11
1.1653001889542423e-11,2.452791046501039e-11
9.753763010902931e-12,2.134179329844665e-11
7.918368673604726e-10,7.651302205006858e-10
7.034538138353925e-10,7.581857657840406e-10
6.338391211422671e-10,7.203429061025422e-10
5.797003063557584e-10,6.787962089018603e-10
5.354375762853747e-10,6.362672823503997e-10
4.989529378100684e-10,5.837593912772137e-10
4.669523986357034e-10,5.609510338661532e-10
4.374860594351295e-10,5.445329930222139e-10
4.131082422923804e-10,5.186598883941722e-10
3.969204210482303e-10,4.939058808772187e-10
3.8201178131654477e-10,4.746773257956085e-10
3.67861136735766e-10,4.6214641737237267e-10
3.545201123065119e-10,4.308621125602243e-10
3.438504728566653e-10,4.174348093506322e-10
3.3175680670159436e-10,4.066970160316955e-10
3.176422349285477e-10,3.9448300791544756e-10
3.0437408812542326e-10,3.751665732157551e-10
2.8983209081370137e-10,3.6587872054495514e-10
2.7499387219161795e-10,3.521582685245193e-10
2.6335294207867246e-10,3.383503056717829e-10
2.530375458852082e-10,3.2512000989486085e-10
2.4349955122953325e-10,3.189357903618288e-10
2.345892135127267e-10,3.073941935334679e-10
2.2560222023380626e-10,2.962717392741988e-10
1.978891408646686e-10,2.7463195595738306e-10
1.4987918033786393e-10,2.297912794885749e-10
1.1471368355120687e-10,1.8743973570649513e-10
9.090591411990473e-11,1.5676333280027382e-10
7.421625050292205e-11,1.4083550754249198e-10
6.361541827884949e-11,1.2783833670237435e-10
5.401933339957416e-11,1.1545931369073678e-10
4.525991115751263e-11,1.0426858832411403e-10
3.824496853157012e-11,9.407189701052732e-11
3.324151585071596e-11,8.815793084667333e-11
2.9151335893666895e-11,8.196862257256008e-11
2.607375727984326e-11,7.546009055396671e-11
2.3676331263519365e-11,7.021743918211838e-11
2.17701870292406e-11,6.29969994685344e-11
1.9878551144336455e-11,5.848762252842282e-11
1.8154712539512615e-11,5.5241691142975954e-11
1.6520488970733855e-11,5.387053276978176e-11
1.5042045578071234e-11,5.278891177607798e-11
1.3641281238237019e-11,5.201635253254374e-11
1.24954908765193e-11,5.1697891065320634e-11
1.1609603048443373e-11,4.829325453928901e-11
1.1008083581103017e-11,4.6930136567289254e-11
1.04720586252083e-11,4.6841253645072235e-11
9.990125237829384e-12,4.4881765598278426e-11
9.485174299494204e-12,4.396440021106028e-11
8.9604448813461e-12,4.401174298233786e-11
2.111023422310434e-09,2.0738820479585222e-10
1.4759869335979693e-09,5.530352127889393e-10
1.215398093203176e-09,5.545204147764096e-10
1.0341262799740766e-09,4.992101425793908e-10
9.090112824719163e-10,6.02873865845755e-10
9.142573676627164e-10,5.500792750671233e-10
9.847369230496594e-10,5.113947059300065e-10
9.600644228865126e-10,5.152750774105278e-10
9.171925733149709e-10,4.680917854828257e-10
8.221461705723799e-10,4.255379868025688e-10
7.110101103437567e-10,3.937135450421257e-10
5.133848489144522e-10,3.091650464463167e-10
3.720518166720674e-10,2.4809624108878806e-10
2.733135483211431e-10,2.0264809585532203e-10
2.0944391421608336e-10,1.7387411562972564e-10
1.6717196576234366e-10,1.5152435731259449e-10
1.3657292071721755e-10,1.3637192158133507e-10
1.1382456082208998e-10,1.2151959484671735e-10
9.665136599202492e-11,1.0916515896161878e-10
8.242400958838094e-11,9.974741180185121e-11
7.072210183084901e-11,8.980891044039132e-11
6.127678989342551e-11,8.123604810254195e-11
5.343407095552495e-11,7.456389068913373e-11
4.714814393433977e-11,6.943319291423634e-11
4.180777735772065e-11,6.627901394589664e-11
3.737450398517358e-11,6.146177985469183e-11
3.362111484661914e-11,5.7762543205876e-11
3.039070617175364e-11,5.501194591035809e-11
2.762979330529861e-11,5.0265188338341284e-11
2.5258528757737138e-11,4.6499149971352624e-11
2.3164086268857555e-11,4.4062398736228126e-11
2.1386801820047525e-11,4.472348239360553e-11
1.979748868442262e-11,4.206341293185104e-11
1.927008882619801e-10,1.7369715222446723e-11
1.1838620733016708e-10,4.7382497751037425e-11
7.451205443940376e-11,4.0378807517822414e-11
4.9998084754451986e-11,6.16711484702218e-11
3.494615660586984e-11,7.177190383606457e-11
2.5786712903402628e-11,7.129372579745473e-11
1.978728307049759e-11,7.665387108031309e-11
1.5628745014940004e-11,8.360822465113682e-11
1.2429560785715363e-11,8.036465185178807e-11
1.0074219634168755e-11,6.760391174393747e-11
8.51692778043901e-12,5.607406520330243e-11
7.395602996037314e-12,5.526353972199921e-11
6.598706803435612e-12,5.193830498878883e-11
5.953953199173549e-12,4.4757964006181776e-11
5.341818726390614e-12,4.1622815284552e-11
4.783614878165486e-12,4.082597924906572e-11
4.257443047403833e-12,3.8667512560267077e-11
3.820932064671242e-12,3.517092652959012e-11
3.527010805545025e-12,3.179809812625083e-11
3.3316855038473573e-12,3.209421593444332e-11
3.2091205942469713e-12,2.932132616189648e-11
3.0893243328918815e-12,2.6444153470089325e-11
2.8913959986869902e-12,2.6866241341289953e-11
2.756739349926434e-12,2.680425559046641e-11
2.6473719135479843e-12,2.6159067310573596e-11
2.540443679650778e-12,2.504450950156808e-11
2.461905264298669e-12,2.5744422171647906e-11
2.362229741366491e-12,2.5637211740839443e-11
2.2861155467659066e-12,2.4306946569475713e-11
2.1771827143790363e-12,2.4149190664432355e-11
1.1671372692492629e-09,8.615181987330922e-10
1.011343076728e-09,7.583194792752685e-10
9.445864276365115e-10,6.940049729116101e-10
8.325903872537055e-10,5.176625059969195e-10
7.255867292355229e-10,4.499292164037996e-10
6.28959752638299e-10,4.374655400895716e-10
5.501619950313244e-10,3.802964261963156e-10
4.886915320859903e-10,3.1700982824257444e-10
4.464421606717104e-10,2.5392617886894235e-10
4.0099367998608375e-10,2.347934045871094e-10
3.744000217979985e-10,2.607311253472685e-10
3.537097937306444e-10,2.2878355756057088e-10
2.7830220493720976e-10,1.9169812270069468e-10
2.519371803008116e-10,2.058660946746889e-10
2.26371403110823e-10,1.9906758932117995e-10
1.9133631681036357e-10,1.7294165697431112e-10
1.4805219758702352e-10,1.451767345572268e-10
1.2353989083921267e-10,1.2665151911660502e-10
9.944865179266903e-11,1.0410445113009456e-10
8.166994661112619e-11,8.630155959274977e-11
6.723911177765323e-11,7.599428287786942e-11
5.665753641299997e-11,6.61686802154097e-11
4.1922871932259336e-11,4.712861101523016e-11
5.226983419745085e-11,2.6463599049470727e-11
5.672412351305583e-11,4.0980076516212655e-11
5.977223112869667e-11,5.809001603165399e-11
6.246075466263412e-11,5.931374666954706e-11
6.581133780347972e-11,5.132920384864649e-11
6.946369607961599e-11,5.519129584674363e-11
7.263175337300418e-11,6.187523321353522e-11
7.551827075879578e-11,6.890863732810127e-11
7.844458846403112e-11,7.454674335709655e-11
8.119907107366602e-11,7.881347725359615e-11
8.492905503233545e-11,8.310730684905062e-11
9.083595990836934e-11,7.766277599892201e-11
9.729339790211468e-11,7.926958066297016e-11
1.0224366977066778e-10,9.300178508487681e-11
1.0919569851582461e-10,1.0900842514581981e-10
1.174523931533758e-10,1.1547122036503939e-10
1.2316002976404786e-10,1.169448645015722e-10
1.2855221901727927e-10,1.1731513514006919e-10
1.332123271583727e-10,1.1941371946047747e-10
1.369859747079449e-10,1.2219971916180602e-10
1.3848921907367132e-10,1.269141462134556e-10
1.3662464150296852e-10,1.301569565185003e-10
1.180679585895184e-10,1.1818726725072955e-10
1.017556414529519e-10,1.2140372804987193e-10
9.017301526575896e-11,1.0386668798410327e-10
2.858365328593779e-10,3.5847784389586076e-10
2.937234934405624e-10,3.976904495375007e-10
3.456973955069459e-10,3.6065301575229107e-10
2.1082623979944276e-10,1.8117436303353067e-10
1.204868948801037e-10,1.1871937783538562e-10
7.706728993861699e-11,8.331714348849384e-11
4.8545312354822204e-11,6.545661358653593e-11
3.5280053670389547e-11,5.408134923259184e-11
2.701151840313649e-11,4.5487485803019706e-11
2.0738632829399928e-11,3.94143576716782e-11
1.615111712430355e-11,3.158356688827561e-11
1.6742671618724767e-12,7.816940026920583e-12
2.9256929072223945e-12,9.342990127176778e-12
3.667036852934329e-12,1.1477137589741333e-11
4.535745326480682e-12,1.4832928906238224e-11
4.987393640373801e-12,1.8565425543035147e-11
5.287584636372425e-12,2.1062685519705813e-11
5.446119021701514e-12,2.2954275179482665e-11
5.2622759626343665e-12,2.5228646613180774e-11
4.9865923626078265e-12,2.2473209844910998e-11
4.7350277947660036e-12,2.5527484413936626e-11
4.612916814751321e-12,2.5405995860598332e-11
4.599190373472881e-12,2.476625298652557e-11
4.4942461980923575e-12,2.5214398687307345e-11
4.070477491915646e-12,2.505346308493304e-11
3.6886258177601265e-12,2.390739087247101e-11
3.5312761713675245e-12,2.4460518411325858e-11
3.4318641473171385e-12,2.4392766554182405e-11
3.360506963640932e-12,2.4769135132990335e-11
3.2877172225655243e-12,2.4688201781488796e-11
3.2625289068833657e-12,2.479570874775501e-11
3.2473564976265345e-12,2.5349504675493004e-11
3.1084979327846254e-12,2.4020190186000202e-11
2.8815705301025946e-12,2.2941901358681717e-11
2.6928941405798634e-12,2.275487698885188e-11
2.1055574908187518e-10,6.988044124000864e-11
1.7314617678629293e-10,8.663748582307194e-11
1.4276115536806172e-10,9.526976165652938e-11
1.1613960087172892e-10,9.928861413235103e-11
1.0959897376400333e-10,9.727108601055456e-11
9.968315046488345e-11,9.521612604683888e-11
8.879800169085973e-11,1.0680851350108873e-10
8.885082161828214e-11,1.0094830840919599e-10
9.378641376583145e-11,1.0480171065976838e-10
9.913973032799994e-11,1.0747321375966872e-10
1.0370086691502274e-10,1.0637504254535451e-10
1.0464524375315043e-10,1.0197306833729387e-10
1.0589661582356945e-10,1.0843375113953257e-10
1.0558551554467718e-10,1.0963386166149665e-10
1.0552315965520761e-10,1.0656658096709943e-10
1.0476859777497215e-10,1.0522462196727267e-10
1.0371874940237774e-10,1.0411907822742581e-10
1.0197054373889406e-10,1.0161780135846531e-10
9.80474436096009e-11,9.969403316595864e-11
9.193359988176524e-11,9.783744186943135e-11
7.527855900342747e-11,8.709288940907904e-11
6.275566862048992e-11,7.85161649240934e-11
5.4772331284066576e-11,7.45688664654409e-11
4.924828614735082e-11,7.051774258690487e-11
4.44427450432014e-11,6.544345632665793e-11
3.492112190745486e-11,5.684955360334699e-11
2.6291958464285185e-11,4.720315889532227e-11
2.0817155139717867e-11,4.18397552922134e-11
1.7583049666824518e-11,3.832932251354763e-11
1.4733867820490133e-11,3.4292710824947056e-11
1.2566590584409366e-11,3.0341205055572947e-11
1.0857205821371015e-11,2.7563610720023438e-11
9.565458398080776e-12,2.520547339892771e-11
8.443490721653037e-12,2.2963176183450312e-11
7.414586560499046e-12,2.178677133942114e-11
6.6941493966843606e-12,2.0839287460769355e-11
6.114415906078177e-12,1.9650778818211637e-11
5.6169256049459026e-12,1.8837660115019948e-11
5.2191103576121265e-12,1.8182023877441845e-11
4.899278081757464e-12,1.7289522349666064e-11
4.474662297266621e-12,1.6320558978961247e-11
2.139023885335362e-09,1.2022504625846506e-09
1.9710213002456707e-09,1.1938386411249605e-09
1.848899451956534e-09,1.111943068917567e-09
1.6226958225318648e-09,9.442914236336141e-10
1.4471011886312192e-09,8.928823015582293e-10
1.3269048334831604e-09,8.279012397298936e-10
1.2666176886372344e-09,7.809083087931538e-10
1.1868916269755543e-09,7.275732356743374e-10
1.150420392124785e-09,7.003284485524983e-10
1.101154243524205e-09,6.969272484735054e-10
1.0318002664959945e-09,6.273278062082004e-10
9.481436859133771e-10,5.751907840861706e-10
8.865071490013549e-10,5.346020149649444e-10
8.330432676515237e-10,4.893953248874724e-10
7.957234089855639e-10,4.802563828292298e-10
7.599501588412344e-10,4.509679574090788e-10
7.330180614417787e-10,4.246016525302835e-10
6.986248404464448e-10,4.1492900652217233e-10
6.768054209658229e-10,4.0367489978637096e-10
6.521830537256865e-10,3.9345513015086505e-10
6.301188486682732e-10,3.8067313076908557e-10
6.003219849927561e-10,3.5897133758442894e-10
5.710695728430728e-10,3.516532060019355e-10
5.351300624902228e-10,3.3801148680358466e-10
5.02265137439149e-10,3.143160110107615e-10
4.704085096054991e-10,3.149343973430989e-10
4.428653782506653e-10,2.9902660936644665e-10
4.16922157548765e-10,2.76345026532631e-10
3.936341908401183e-10,2.72840384980882e-10
3.712962151424023e-10,2.6664197759466714e-10
3.523417627331564e-10,2.400589493869796e-10
3.3486844565603023e-10,2.4232673347402203e-10
3.1846672816000554e-10,2.375049339505003e-10
3.047350697332633e-10,2.3808819101760044e-10
2.8106611133451497e-10,2.1521601636617761e-10
1.6597531166279433e-10,1.6202203499675956e-10
1.090387398051989e-10,1.290907270705889e-10
7.712414999250709e-11,1.0323674289973706e-10
5.740313760011582e-11,8.877426826497726e-11
4.2933532789095166e-11,7.7514848671054e-11
1.769052208128877e-10,9.632441440607351e-11
1.6630584874810153e-10,9.662573652001405e-11
1.473654943204081e-10,9.760783053887879e-11
1.2617648361645073e-10,9.994827186405607e-11
9.6360375383545e-11,8.122457089694283e-11
7.731024867125982e-11,6.805191297648967e-11
6.408622501211098e-11,5.6570563037032146e-11
4.9990836607802354e-11,4.308997751704213e-11
2.57905265788793e-11,3.627549849021619e-11
1.626223042641939e-11,3.3233356945846964e-11
1.3411580783497194e-11,3.0768027536851397e-11
1.1387379938284152e-11,2.7789867982931283e-11
1.980367156020175e-11,2.417791428329905e-11
1.4838246852635787e-11,2.0634712703906455e-11
9.931696139246368e-12,2.5782797889084344e-11
7.0789657070780985e-12,2.391793671036035e-11
5.1681013233184324e-12,2.0793104785327728e-11
3.995555967040089e-12,1.6748680677715022e-11
3.2448864265052246e-12,1.483410524319112e-11
2.713836161931927e-12,1.6652746056886197e-11
2.3293429620714138e-12,1.6298645187174026e-11
2.145818440750003e-12,1.5145235717722846e-11
2.0338985401625522e-12,1.6797965457154314e-11
1.979710212017405e-12,1.7512383112674748e-11
1.8024414633273559e-12,1.711916869774044e-11
1.620203843701296e-12,1.5839847516849426e-11
1.5500944422978344e-12,1.5379316290103342e-11
1.4537616173615458e-12,1.5132858068697346e-11
1.3587483072795174e-12,1.4829429253740376e-11
1.2334266765092888e-12,1.4440466577251297e-11
1.1164845008707016e-12,1.3453113972758946e-11
1.000902764977872e-12,1.2436603304654938e-11
9.031348949171373e-13,1.232552541431349e-11
2.993577856243622e-10,1.4258404660275176e-10
1.7626523562633087e-10,1.0402740486991945e-10
9.999193723934242e-11,8.321253827925177e-11
6.170738820479586e-11,7.253851853364951e-11
4.121879960995797e-11,5.899683090845308e-11
2.9154654752244e-11,4.682390386754489e-11
2.1365190559498545e-11,3.66530433029225e-11
1.55556730922017e-11,2.951434452936839e-11
1.1669850916947901e-11,2.82546686454806e-11
3.770115784143877e-12,1.4909897010606894e-11
3.1946304558731746e-12,1.3036664636202716e-11
2.7749782517246887e-12,1.113487279264598e-11
2.4620645704367517e-10,1.1948678123673094e-10
1.8479202826756852e-10,1.8177506623659439e-10
1.6382652717340987e-10,1.8668641792426628e-10
1.5517956787203152e-10,1.7358232573176864e-10
1.6017473210707798e-10,1.5831160671439102e-10
1.7704709935477576e-10,1.391851484927973e-10
1.7687725971992937e-10,1.2947371157663688e-10
1.645200989882395e-10,1.1789837812847005e-10
1.5288663994541792e-10,1.0866253039771206e-10
1.4028686980179303e-10,9.870179844458847e-11
1.205845696218124e-10,8.944482925322543e-11
1.0541265199379889e-10,8.15420500712326e-11
7.670666506506954e-10,3.915532512421689e-10
4.12937981668364e-10,2.8030737894639384e-10
2.813223873637654e-10,2.327427980587039e-10
1.724091209585019e-10,1.6759299322014383e-10
1.1800853217967272e-10,1.2724890630528703e-10
8.321882933877173e-11,1.0507351935643064e-10
5.8814973058897e-11,8.636811801526959e-11
4.2429425188518404e-11,6.772795855617968e-11
3.34092826450987e-11,5.8020746312828025e-11
2.7579688645529806e-11,4.743971164330317e-11
4.208944361260718e-11,4.581610685260093e-11
4.5398709534841566e-11,6.725416725640204e-11
5.08203203407092e-11,9.44449588001111e-11
5.4936151453897507e-11,8.489658025985813e-11
5.852701562832393e-11,8.178402339053989e-11
5.852515929073064e-11,8.023670597269969e-11
5.520760361518049e-11,7.845766164599531e-11
5.1176317125625895e-11,7.412146905482331e-11
4.5604882140117846e-11,6.873301741513909e-11
4.171790410995895e-11,6.335399114279542e-11
3.7506858159070655e-11,5.724469072206427e-11
3.345050976271981e-11,5.3585754622981156e-11
2.976413446207355e-11,4.989321697873963e-11
2.5546525022525016e-11,4.6356578884972256e-11
2.250428347207875e-11,4.426897610442308e-11
1.9236853318377002e-11,4.0928554170311984e-11
4.795214725754427e-10,2.8175073189264087e-10
4.272466434745471e-10,2.610355008281126e-10
3.7465420331450784e-10,2.1390611980372188e-10
2.707232011104998e-10,1.8277716890778611e-10
2.062353413346658e-10,1.602966858454582e-10
1.5601797516475333e-10,1.4438788552493548e-10
1.2038837667212698e-10,1.3090555421619378e-10
3.8575108230719376e-10,3.033145079159337e-10
2.964035121677311e-10,2.548383984802086e-10
2.436894603969865e-10,2.1659885572518092e-10
2.2205492249698248e-10,1.847980224393086e-10
1.906639529910165e-10,1.5529355545362764e-10
1.5897915750668424e-10,1.321934992346818e-10
1.2976670221698217e-10,1.166372686943674e-10
1.0180561075694051e-10,9.552893581282156e-11
8.649652863134212e-11,5.840838491965942e-11
7.03842529480561e-11,9.924315224111858e-11
6.907389198034382e-11,9.92289985920844e-11
6.63245486529025e-11,9.632441440607351e-11
5.972645638159194e-11,8.972387292726731e-11
6.373071010176469e-11,8.321253827925177e-11
6.331628080142304e-11,8.023670597269969e-11
5.259873873505822e-11,7.845766164599531e-11
4.2785251660467853e-11,7.412146905482331e-11
3.5094169733689275e-11,6.672632248628014e-11
1.6774119104354887e-10,2.1686622938935147e-10
1.4304572875137995e-10,1.637750217713438e-10
1.0617659748428781e-10,1.3064891811662408e-10
7.899289052395694e-11,1.0374071728157819e-10
5.3651711263545794e-11,8.206604470300984e-11
3.784079687593663e-11,5.910095582404377e-11
2.8431282437517765e-11,5.256754155622385e-11
2.1906260556454978e-11,4.5416997174936255e-11
1.7510125497015436e-11,3.955069832130807e-11
7.618032121334018e-11,5.551880572999308e-11
8.799378232681027e-11,5.3265519972785266e-11
8.36982297935376e-11,6.517183594111657e-11
7.344663431663776e-11,6.593955725347068e-11
6.2639423671543e-11,6.68866538368302e-11
5.507574198667125e-11,7.013883511725516e-11
4.964096009894022e-11,7.487832098747091e-11
4.523446549240252e-11,6.869321488868983e-11
3.967185112404646e-11,5.99370046436407e-11
3.3708028529379997e-11,5.190105854396198e-11
2.871321790307894e-11,4.6065634553806476e-11
2.7501378810469046e-10,2.3139933916258512e-10
2.605843171073211e-10,1.997046314668325e-10
2.394666112857245e-10,1.7623876616005904e-10
2.1740681731415078e-10,1.602311542458201e-10
1.9745068677186986e-10,1.473896622189422e-10
1.747786960210799e-10,1.3510719036736366e-10
1.5017826097223715e-10,1.2090648376762236e-10
1.2747980677644884e-10,1.084565682751036e-10
1.0768940934587793e-10,9.912138501764621e-11
9.189512694587391e-11,9.280321726403797e-11
8.073751872071357e-11,8.778879127248072e-11
7.17147558170361e-11,8.233413730904373e-11
6.417900976522925e-11,7.409335121940735e-11
5.6879629741794436e-11,5.7473477274084177e-11
5.143983877980875e-11,5.4236049572129564e-11
4.672701355680035e-11,5.32406188548912e-11
4.1945236552171084e-11,5.194507500140438e-11
3.845045224808291e-11,4.9940483180880384e-11
3.5359414404578625e-11,4.8058979508834304e-11
3.2281993377401546e-11,4.605135839474685e-11
2.993299449302507e-11,4.5524240077138295e-11
2.7818073024165054e-11,4.6111206188976766e-11
2.5975520190298948e-11,4.5150442136108166e-11
2.4066462601245605e-11,4.249046031695288e-11
2.2642430406637956e-11,4.073455251332189e-11
2.1357642201179802e-11,4.0466524975467575e-11
2.0264064030789365e-11,3.976348901531789e-11
1.9075050406855336e-11,3.9831702825870035e-11
1.804532338096823e-11,3.964097418407205e-11
1.7099676394650822e-11,3.948487351556984e-11
1.6060293831482422e-11,3.8303640524589634e-11
1.5243273144934186e-11,3.7363088497473374e-11
1.4488915104954271e-11,3.64549578742709e-11
1.3687974999250355e-11,3.467413817519304e-11
1.3069947761658371e-11,3.236805761505703e-11
1.2414622799535949e-11,3.01995279677933e-11
5.318978553497069e-10,2.726625993548916e-10
1.7821301360985098e-10,1.2458105730950837e-10
1.4171782007391178e-10,1.2120732389070563e-10
1.5395451591158522e-10,1.1884710876553138e-10
1.4536612111816008e-10,9.632507268694963e-11
1.0576324077495743e-10,7.340046956987868e-11
8.007571041146421e-11,6.222762620572838e-11
3.3473528951661564e-10,6.632995880543202e-11
3.1392542703049003e-10,1.188908381195015e-10
2.4522794288215075e-10,1.4999294516600383e-10
2.034708921530647e-10,1.4599181019344888e-10
1.7955715190749087e-10,1.230639277054039e-10
1.4034242504349013e-10,1.0774465327284511e-10
1.0448072251374574e-10,9.666966320322789e-11
3.50151861204848e-10,1.3423637338816012e-10
3.0087281640588836e-10,1.7124340338857513e-10
3.607672299921339e-10,1.6229413307079993e-10
3.285314977335485e-10,1.487492270295465e-10
2.2705686267369063e-10,1.2309215337689593e-10
1.714664882103049e-10,9.916615135303099e-11
1.3523226649554448e-10,8.048202020610161e-11
9.915932205517396e-11,6.797254412252864e-11
7.627394371552898e-11,5.832793259883344e-11
6.100659360855627e-11,5.064351208710423e-11
4.910058761560037e-11,4.914612370684903e-11
3.8861154055499027e-11,4.567392115048317e-11
1.9807655013495634e-10,1.7878293516883813e-10
1.6988184427367833e-10,2.0279603740394408e-10
1.7377714443763895e-10,2.0928649499993326e-10
1.9755052861234924e-10,2.048403773752925e-10
2.075240105518508e-10,1.9145647997980427e-10
2.0116069289721395e-10,1.7472381974607571e-10
1.6554671188147828e-10,1.5696529632488617e-10
1.381455392658172e-10,1.3842107297234623e-10
1.117907066861093e-10,1.2443292287751134e-10
9.111316101740553e-11,1.140932244149101e-10
7.699462343795055e-11,1.0415375962496539e-10
6.789282568024002e-11,9.495634310285888e-11
