g_bar,g_obs
2.1666539590560787e-11,8.029955015058518e-11
1.952236329058785e-11,6.919127099646208e-11
1.708077694143799e-11,5.458462645760117e-11
1.289601432160196e-11,4.460024166430053e-11
1.0839538786112883e-11,3.9224712629657405e-11
9.154633557513052e-12,3.543528708123098e-11
7.108982708626258e-12,3.2245171584121677e-11
1.1002802981205445e-10,1.8510045366169796e-11
1.3636668826960467e-10,1.85097213220998e-11
1.3313448258102174e-10,1.7065748756400406e-11
9.765399992906497e-11,1.755641752352947e-11
7.736257188120442e-11,1.9658802168523493e-11
6.402883026528692e-11,2.0584738597296913e-11
5.128713986920402e-11,2.595675852825075e-11
4.135558248328721e-11,2.991980110287555e-11
3.553893573876501e-10,4.63807246969878e-10
3.524199833625134e-10,4.5826924999113307e-10
3.4563964953146686e-10,4.473498830623574e-10
2.2405482537529554e-10,2.8961626903355734e-10
1.5483224807872022e-10,2.13711015917677e-10
1.1315643382277055e-10,1.8140404993168242e-10
8.66214241726125e-11,1.5770969005733021e-10
6.423096169682999e-11,1.3164831645423369e-10
4.896840380841683e-11,1.068289203728821e-10
3.8716127933544947e-11,8.730124257748423e-11
3.110626342873714e-11,7.368648633029378e-11
2.5562255867449435e-11,6.46352399040276e-11
2.1609873571206475e-11,5.854080826525254e-11
1.8253723182512677e-11,5.37051817182185e-11
1.566836031488993e-11,5.017545744674283e-11
1.3541018044545635e-11,4.7402035263391714e-11
1.1790807057597605e-11,4.47038104970283e-11
7.52903890999557e-10,6.276477061290892e-10
3.7815875736226234e-10,3.1138639547060514e-10
1.7856136759398113e-10,1.7409012834231193e-10
1.1408559767925258e-10,1.3221796111936696e-10
9.274850823205104e-11,1.142602140466446e-10
7.565148298935174e-11,9.527300118102406e-11
6.102867354085717e-11,8.137429560375369e-11
5.0426925754210264e-11,7.237907432333874e-11
4.305716330307757e-11,6.565779782078077e-11
3.696955301580291e-11,6.013834450913561e-11
3.083768394684429e-11,5.711788144938193e-11
2.7578109254292223e-11,5.448490156562298e-11
2.5329858992739465e-11,5.272335945713534e-11
2.2781652941816855e-11,4.922410125163269e-11
2.0042356624793556e-11,4.6160426037382857e-11
1.7877398922084858e-11,4.3462331357354587e-11
1.6333589727798362e-11,4.0997876608782554e-11
1.4731839379487326e-11,3.885028971473535e-11
1.2157280530586946e-09,8.065175124686523e-10
1.138175197872159e-09,6.714896936390589e-10
1.0215928535819334e-09,5.654444389052296e-10
8.749835591424221e-10,4.873907446007251e-10
8.189416628674118e-10,4.5079947907615754e-10
7.73158260982953e-10,4.250621327743816e-10
6.799025879735861e-10,3.7526930689600813e-10
5.991555053256283e-10,3.378657040355031e-10
5.284968033490393e-10,3.067106315648117e-10
4.67468219428362e-10,2.831175060598262e-10
4.1536210986470225e-10,2.654659103136096e-10
3.687548516111705e-10,2.5017953793067207e-10
3.297930135660612e-10,2.3681490953039885e-10
2.9853409325451707e-10,2.2755324023430244e-10
2.939504294350594e-10,2.2539973953807877e-10
2.721415648648517e-10,2.1900506288404096e-10
2.4909602905426145e-10,2.1109419956505265e-10
2.301639912933436e-10,2.0269197747564847e-10
2.1238130937158809e-10,1.9457657824475712e-10
1.9779000511145684e-10,1.874559116944081e-10
1.8451779158064204e-10,1.8096204914655702e-10
1.7252757658825383e-10,1.7342196376545046e-10
1.6232230999632167e-10,1.6648508521483246e-10
1.5524090940653645e-10,1.6176334435264709e-10
1.5274803384071043e-10,1.6008181270656968e-10
1.4411548911192458e-10,1.5274185397322143e-10
1.3540211189491e-10,1.4672030011466174e-10
1.296338456315773e-10,1.4116339990305906e-10
1.224308600106305e-10,1.3470267208138868e-10
1.0075439224217523e-10,1.149474086960436e-10
9.726764467394378e-11,1.1114611741280019e-10
7.279838697154869e-11,8.924696734796286e-11
5.66161521935487e-11,7.862959126220693e-11
4.607108552128943e-11,6.765554261721057e-11
3.725633573932433e-11,5.639440997124781e-11
3.010597728988304e-11,4.363293723403796e-11
2.4394913182341605e-11,3.496345616496908e-11
2.0363622929659138e-11,3.0746593453065964e-11
1.7355565286352626e-11,2.7936862571204422e-11
2.5368959598311187e-09,1.7374110451836983e-09
2.4090637199091503e-09,1.6121922311164045e-09
2.2918882561028305e-09,1.5039965435299201e-09
2.186783091430667e-09,1.4109481680206183e-09
2.089279619506514e-09,1.3300835000516592e-09
2.0061412787755566e-09,1.2572022123775957e-09
1.916755718855183e-09,1.1941755691677294e-09
1.8416204370420143e-09,1.1450882473390614e-09
1.7613639448220773e-09,1.0942327691449759e-09
1.694626000936127e-09,1.0542953841722474e-09
1.6236179057494681e-09,1.0124062586797518e-09
1.5571955491401377e-09,9.743579672289977e-10
1.4955681995360066e-09,9.47335794189749e-10
1.4446163423714002e-09,9.195164961039352e-10
1.3971767028297914e-09,8.937222637166547e-10
1.3478345615348513e-09,8.659938096408699e-10
1.307406195992655e-09,8.506291855692374e-10
1.2658131319835401e-09,8.264295028461221e-10
1.2286671062613355e-09,8.039432897757816e-10
1.1960669860988731e-09,7.829972741461378e-10
1.170364263241619e-09,7.722382607671006e-10
1.1475140667187274e-09,7.562822183392914e-10
1.124869657711805e-09,7.444246664121663e-10
1.1061486130913807e-09,7.301793043853964e-10
1.0861441744426757e-09,7.198602310885154e-10
1.0661806535500149e-09,7.048366124962807e-10
1.0463602349369058e-09,6.906598012926088e-10
1.028817900774804e-09,6.844197676555653e-10
1.0111781307097416e-09,6.734920613926526e-10
8.513087185557949e-10,6.034454890140593e-10
8.373227448723234e-10,6.006825319851892e-10
8.215796660126601e-10,5.925197607696564e-10
8.065933652882832e-10,5.888250466492973e-10
7.550668077608556e-10,5.67752214301145e-10
6.976272530321267e-10,5.407894330771843e-10
6.896639279257769e-10,5.40909954731287e-10
6.793049368503395e-10,5.354873179573125e-10
6.688974807046484e-10,5.302539327166677e-10
6.594234541704123e-10,5.261418778760364e-10
6.480392024743937e-10,5.212366024636493e-10
6.377950123091739e-10,5.164958684381076e-10
6.117124265500109e-10,5.05703175631886e-10
5.929027584644717e-10,4.941881804663299e-10
5.839383194774776e-10,4.902729929165103e-10
5.753739147580677e-10,4.864788026265912e-10
5.672269896054702e-10,4.828005445949952e-10
5.603085658792015e-10,4.7688568340547e-10
5.538474595631239e-10,4.741583433259178e-10
5.471577514243429e-10,4.708021783499869e-10
5.41077396900058e-10,4.6456179601545104e-10
5.346719919323876e-10,4.6210005084708987e-10
5.287637951520027e-10,4.561246191551016e-10
5.2281565293731e-10,4.53183675533064e-10
5.123834098437386e-10,4.4657323395981855e-10
4.979209323699417e-10,4.3785852034198707e-10
4.912014708217184e-10,4.331692724668386e-10
4.495173231769784e-10,4.101205573720229e-10
4.4332131095076457e-10,4.0555238284683944e-10
4.37804951282198e-10,4.015763790934391e-10
4.326299216402523e-10,3.9969755886800603e-10
4.27552804418811e-10,3.9538427585863907e-10
4.241712823658304e-10,3.925601024596488e-10
3.597345872949045e-10,3.4384826492815955e-10
3.0637941510045355e-10,3.0150800508869204e-10
2.706418396429368e-10,2.6242717096047524e-10
2.392034403577525e-10,2.325273574573767e-10
2.072308652201387e-10,2.063118032041262e-10
1.7502827206764998e-10,1.8411010615293967e-10
1.483974977174436e-10,1.686954559509933e-10
1.297302666507071e-10,1.5534705065978824e-10
1.1430232957860116e-10,1.4565300693686854e-10
1.0096603469349363e-10,1.3709776423866774e-10
8.963302757788736e-11,1.276769574118642e-10
8.003234921735698e-11,1.1931745309306023e-10
7.169775166793732e-11,1.1102822795880274e-10
6.442571905944026e-11,1.0282236736018603e-10
5.817468512328872e-11,9.540058416174554e-11
5.281038077815111e-11,8.927443427061959e-11
4.819264605289612e-11,8.371119754782317e-11
4.416158638173793e-11,7.91950766868354e-11
4.067760559948153e-11,7.559300064808813e-11
3.7896294074101676e-11,7.196704169206715e-11
3.515032737626684e-11,6.885477706637253e-11
3.268162786685752e-11,6.598003515528472e-11
3.0439688683335476e-11,6.329901200360188e-11
2.8417391266423537e-11,6.079293540314485e-11
2.6604855422267022e-11,5.889067927579741e-11
2.4967962722808958e-11,5.70894224020938e-11
2.3524615344742825e-11,5.5408673950609203e-11
2.2199799117389206e-11,5.3824059824280994e-11
2.0963011976116244e-11,5.232756140469951e-11
1.981936179388927e-11,5.0143555321539965e-11
1.878515842604891e-11,4.806973695756395e-11
1.7846418353434878e-11,4.6118600545325214e-11
1.6961246301729678e-11,4.4617024763397844e-11
1.613380759624675e-11,4.386754011602319e-11
1.537254884174671e-11,4.34889401063369e-11
1.4666298687967044e-11,4.3454447998025835e-11
1.3990590381527207e-11,4.31148063950263e-11
1.3354147031725104e-11,4.247510599566773e-11
1.276554460192378e-11,4.1551399449911995e-11
1.1711650405569932e-11,3.8624207571861646e-11
1.0755682276706953e-11,3.736256755689569e-11
9.925687953507181e-12,3.842615238724238e-11
7.675476834345873e-10,5.746303799475002e-10
6.888334197450855e-10,5.542921109998233e-10
4.0335591550977243e-10,4.5674224852474676e-10
3.6985484094511555e-10,4.428179340824087e-10
3.471535788365825e-10,4.289657488125906e-10
3.313992800695313e-10,4.1266635518244433e-10
3.251780477711233e-10,3.988162631081682e-10
3.2119095631768896e-10,3.8359356827381804e-10
3.1534754415962273e-10,3.710925111347058e-10
3.070818097176709e-10,3.570091971139866e-10
2.9815288028886213e-10,3.408635002931827e-10
2.9288768937792927e-10,3.2695577033259134e-10
2.886104241625137e-10,3.1381433392182715e-10
2.837240455623017e-10,2.9936235801753247e-10
2.7867317302322927e-10,2.8618288313625746e-10
2.716075953388484e-10,2.7221656896469143e-10
2.633839598654303e-10,2.611860857070773e-10
2.5441364833962334e-10,2.488919856104603e-10
2.5163537241890206e-10,2.4406268358411464e-10
2.450813454865787e-10,2.3784660987352724e-10
2.2700342832161333e-10,2.156024391387054e-10
2.1866234842437967e-10,2.0498425904137682e-10
2.1061566329095523e-10,1.9678863241288665e-10
2.0209098930214684e-10,1.8722709184376676e-10
1.940370252328001e-10,1.782810883332765e-10
1.780543648301494e-10,1.6332958124410186e-10
1.2227497614489776e-10,1.2484393170617366e-10
8.648434275950418e-11,1.0757018510072925e-10
8.533104501122233e-11,1.0683741817225018e-10
7.983305121601803e-11,1.0412260804311492e-10
7.708221060773942e-11,1.0210733175840946e-10
7.52960948048578e-11,1.0074243426195714e-10
7.275598267881287e-11,9.879298640794924e-11
7.03856910716328e-11,9.697693886368546e-11
6.886378563455589e-11,9.574492693619761e-11
6.670712746862315e-11,9.39824015591061e-11
6.606927178459904e-11,9.342760580019756e-11
5.180914555925999e-11,7.9380775166866e-11
4.20458249221297e-11,6.94469459330162e-11
3.3982989892981204e-11,6.18197983303773e-11
2.792448486220053e-11,5.456664174518068e-11
2.3356681083988737e-11,4.8243092375084694e-11
1.964163943682128e-11,4.490662760592293e-11
1.4484253544778181e-11,4.31583186232425e-11
1.1687746472581212e-11,3.917016230690891e-11
8.146525738357559e-09,3.530743038196052e-09
5.899480171784375e-09,2.5636397942525245e-09
4.4649253470682535e-09,1.9811372241361666e-09
3.5048470833114374e-09,1.598500639330192e-09
2.849191688652333e-09,1.3263863727986692e-09
2.374236040045502e-09,1.1471839890504828e-09
2.0302195531045055e-09,1.0044143361987795e-09
1.5916415884981413e-09,8.329808643449194e-10
1.4384293756960656e-09,7.68283321483178e-10
1.315631782300771e-09,7.193778353856124e-10
1.2151114330372458e-09,6.710163002336385e-10
1.0084951242401222e-09,5.67262954213386e-10
9.785818834438406e-10,5.533788958934778e-10
9.139992306635822e-10,5.193289068770307e-10
5.675183018847397e-10,3.2656959332080676e-10
3.437627671032325e-10,2.1039552026557625e-10
2.4174812976288915e-10,1.6807458228112128e-10
1.840024328530237e-10,1.521416014374362e-10
1.504378827833021e-10,1.3859627972096907e-10
1.1953948770785069e-10,1.21054021695245e-10
9.776375115073206e-11,1.046499158417919e-10
8.275595162498296e-11,9.620700346082802e-11
7.051106436338536e-11,8.613872463853782e-11
6.016677377692745e-11,7.59798069379541e-11
5.1269359661675064e-11,6.81514146100861e-11
4.3761404435321965e-11,6.270294405283334e-11
3.7176653275323456e-11,5.710115007763427e-11
3.0162721727013515e-11,5.1038354828822164e-11
2.4897330353474838e-11,4.7248008462963914e-11
1.788625997713178e-11,4.129427835507559e-11
7.590744596917355e-10,3.611372537969511e-10
6.53927624472718e-10,2.8658002751532107e-10
5.756920970817248e-10,2.235904082955282e-10
5.268530500648088e-10,1.8564849319507452e-10
4.818010968187326e-10,1.576407478373581e-10
4.507078789899891e-10,1.3954533156315082e-10
4.176633437937034e-10,1.2683880797262113e-10
3.843137723873304e-10,1.1682971741299676e-10
3.5509843607343735e-10,1.103379519468662e-10
3.2475428977804063e-10,1.0535042430200035e-10
2.986156776948994e-10,1.0203242050856807e-10
2.79475050501605e-10,1.0070778046867007e-10
2.5870454263747087e-10,9.933827721881653e-11
2.4104759439036287e-10,9.903388097894716e-11
2.2395877876284375e-10,9.867047549534698e-11
2.0941418331975713e-10,9.849096541349807e-11
1.9872154284598425e-10,9.889655211449368e-11
1.8963195614603588e-10,9.916410131777923e-11
1.8066354581365923e-10,9.912713843368411e-11
1.728314822983226e-10,9.913641639293362e-11
1.6421153361220764e-10,9.843822541683852e-11
1.5653458094077017e-10,9.757397495569887e-11
1.485481847007703e-10,9.628686816843332e-11
1.4148863224039244e-10,9.504285980951661e-11
1.348244501377187e-10,9.351921986390149e-11
8.043022872349579e-11,6.801168852769288e-11
7.597931783541322e-11,6.487521194140397e-11
5.096318257491973e-11,5.035440640822674e-11
3.6337035956411985e-11,4.7444699491082975e-11
2.941695407638376e-11,4.569852269139372e-11
2.8802316356403778e-11,4.5068198240477954e-11
2.8195393798046332e-11,4.445502547530138e-11
2.717081069869356e-11,4.4214252340976186e-11
2.7068741384187367e-11,4.411654128607899e-11
2.1436352266985238e-11,3.860217297244733e-11
1.74379894555469e-11,3.367695786245819e-11
1.4396149841032283e-11,3.101087432721483e-11
1.2053306001107207e-11,2.990052770437217e-11
1.024944209761925e-11,2.9054650227611675e-11
8.847195596292982e-12,2.795797125151152e-11
7.71333512366856e-12,2.7059826925452685e-11
6.817681737542185e-12,2.6455377189147392e-11
5.163636728804767e-12,2.174087689236884e-11
4.045365451297829e-12,1.8412792388101812e-11
1.9353869487074984e-11,3.442250001670331e-11
2.0961607258587172e-11,3.1034607906675305e-11
2.0160071374970155e-11,3.06223778012757e-11
1.8489092316555046e-11,2.9528515878159427e-11
1.6241057479469384e-11,2.8944806058841397e-11
1.4152328291115675e-11,2.8047186332234806e-11
1.2449503337777132e-11,2.5619934501206235e-11
1.1639484825606384e-11,2.695512156663616e-11
1.1208462934031125e-11,2.5700961161438955e-11
1.0958291032782771e-11,2.7007012838139056e-11
1.0578861409643691e-11,2.914663773952402e-11
1.0035469492180116e-11,3.351439935482099e-11
9.605839289248232e-12,3.441551967151449e-11
8.988696747221515e-12,3.604681834103617e-11
8.193225140474775e-12,3.818615496655998e-11
8.430219983601981e-12,4.0426550642466324e-11
9.200337245865438e-12,4.114063512637718e-11
1.0373449380665065e-11,4.102489206137668e-11
1.104614531330527e-11,4.118395528413025e-11
1.3120508728809757e-11,4.145338860424641e-11
1.3517127545936112e-11,4.1492026325718545e-11
1.2837812310187193e-11,4.1713238919775603e-11
1.1968334413480233e-11,7.1451717433570964e-12
1.5130499027867787e-11,1.3231799524735364e-11
2.0676169799092676e-11,1.6697666882696046e-11
2.409103066588485e-11,2.2685399500046288e-11
2.1499729963275002e-11,2.5712896953985742e-11
1.894917295115772e-11,2.3861426972250044e-11
1.5608309715195894e-11,2.2429814633894685e-11
1.445113960277359e-11,1.817170321004365e-11
1.461893837482216e-11,1.5724658075410608e-11
1.552050165779068e-11,1.2554242159542397e-11
1.587179696970349e-11,1.158204559009394e-11
1.5263109911388322e-11,1.0922762559928337e-11
1.4711568465619017e-11,9.512770659886669e-12
1.374833668868328e-11,7.808169357841178e-12
1.2746497583372833e-11,8.409749696107924e-12
1.1819013019573481e-11,8.58762425492684e-12
1.1085749803566206e-11,8.832423333467157e-12
1.06152666196565e-11,8.465158808767804e-12
1.013715713942674e-11,7.998078973800199e-12
9.383637434653163e-12,7.361149882987501e-12
8.59145322024665e-12,6.3928259460677954e-12
2.073779279696324e-11,7.895981853532079e-11
2.5083114989352826e-11,1.0924196833626518e-10
2.9048732196956774e-11,1.088794276978607e-10
3.0113971758223636e-11,9.13791501450649e-11
2.8689101534427588e-11,7.537515761169306e-11
2.43447558223527e-11,6.48904823848406e-11
2.04547352182228e-11,5.694488070009423e-11
1.694468411210186e-11,4.8532700626176034e-11
7.067806221646145e-12,1.0576838950097213e-11
1.3428656297256427e-11,1.574854180168503e-11
1.2313747569669472e-11,2.4245787427090086e-11
1.0350899932917195e-11,2.4595513410876516e-11
8.716066371327874e-12,1.9204715950958375e-11
7.275670479949318e-12,1.909347761183161e-11
6.279869147918402e-12,1.8223312656235534e-11
5.487271227564635e-12,1.5683732987686325e-11
3.2726570901554706e-11,2.4071845199518564e-11
2.2963774721713797e-11,3.621477356085263e-11
1.8660439797834485e-11,3.856480525307486e-11
1.7523661465893248e-11,3.431474945055337e-11
1.4466310811676982e-11,3.187461274953174e-11
1.2239650508065428e-11,2.9635822031429295e-11
1.0151079824721154e-11,2.6960466623460785e-11
9.361532140898635e-12,2.3915565154223607e-11
8.473345196462612e-12,2.186897369142448e-11
1.07415000747794e-11,8.734649450786845e-12
1.299700605436186e-11,1.4717139992577455e-11
1.4339675259773949e-11,1.9574913850687786e-11
1.2998790906861325e-11,1.9997192012994936e-11
1.0395330543362989e-11,1.9989514596712427e-11
8.943909478665841e-12,1.980530980120273e-11
7.691977790395423e-12,1.9684673575783296e-11
4.3130134078869114e-12,1.7001782693197523e-11
3.529206413458088e-12,1.5195406110114697e-11
3.210826323788487e-12,1.4262503080700665e-11
2.479580240039524e-12,1.1123296899800953e-11
1.9136418497088264e-09,1.3540146495894665e-09
1.7529594795681686e-09,1.2485076917829246e-09
1.6076189614878533e-09,1.1501404190969973e-09
1.4911863253402462e-09,1.0810439711326164e-09
1.3828439147934647e-09,1.015383565849166e-09
1.2903169981068169e-09,9.503590025189239e-10
1.211123871846571e-09,8.931614699599144e-10
1.1495838535093405e-09,8.531028640947802e-10
1.0925714860042541e-09,8.070848672763894e-10
1.0439998609417182e-09,7.720413755798348e-10
1.0034125909394353e-09,7.372124413431505e-10
9.63802429517511e-10,7.028620408504589e-10
9.2649806128428e-10,6.77041255692966e-10
8.942472466913395e-10,6.503159429682436e-10
8.606597302154227e-10,6.236468348969908e-10
8.285142540112728e-10,5.990789292798366e-10
7.998423601399266e-10,5.780586159717722e-10
7.700128869131837e-10,5.614086332642648e-10
7.435990500577645e-10,5.415762630674293e-10
7.197526511921409e-10,5.244738547600368e-10
6.942666264291332e-10,5.071248468417659e-10
6.700262116534548e-10,4.908868591350099e-10
6.480725587388018e-10,4.767944134182154e-10
6.251981698652549e-10,4.624131434079212e-10
6.035241259568059e-10,4.4887401983967114e-10
5.842083375970711e-10,4.3706154563336407e-10
5.64078066292922e-10,4.2494683328105327e-10
5.450586002102925e-10,4.1348561163654357e-10
5.281808264304513e-10,4.034414267384899e-10
5.213643482687995e-10,3.9939892747257314e-10
5.106698195451623e-10,3.930967747708363e-10
4.93883828954584e-10,3.8326935540156536e-10
4.639822108724216e-10,3.62745039747424e-10
4.4908241985426157e-10,3.5429399043431197e-10
4.359034604495686e-10,3.468351695830633e-10
4.216731195717061e-10,3.391012807244358e-10
3.629680062825485e-10,3.055580319356199e-10
3.539438597336643e-10,2.975698169913172e-10
3.489748194403088e-10,2.9444220630221924e-10
3.446757288098324e-10,2.9181325803166376e-10
3.36122456490579e-10,2.8627519620040587e-10
3.287036568164088e-10,2.813464984179025e-10
3.211241143556087e-10,2.7619508365813806e-10
3.140356233344e-10,2.7122892032818536e-10
2.635488204328481e-10,2.356953237948053e-10
2.0253117627997404e-10,1.9450745301360984e-10
1.6329747720108544e-10,1.675344125870886e-10
1.2630419436818688e-10,1.4689026921144423e-10
1.013570641174623e-10,1.2984476169132834e-10
8.36016269314373e-11,1.1710262071860918e-10
7.048904116172451e-11,1.0605640840436742e-10
6.165223434633481e-11,9.739982624617421e-11
5.3986029650032395e-11,9.004974676556011e-11
4.759767782769077e-11,8.269304651150518e-11
3.795830123233838e-11,7.166471269306109e-11
3.0749774683881216e-11,6.180207453121806e-11
2.5009153564212472e-11,5.1894704738667986e-11
2.0737545064034926e-11,4.2370440678732744e-11
1.745086740609943e-11,3.5779528008798685e-11
1.4917361502965795e-11,3.300310274067944e-11
1.3111248071670468e-11,3.1205992461514296e-11
1.1729010356947007e-11,2.9450231192980704e-11
1.0247661124209758e-11,2.8898236784334778e-11
1.517904535987768e-11,4.822035311365452e-11
1.27850351126014e-11,3.781645173308788e-11
8.890243442040157e-12,3.1780464861667784e-11
6.731545572522318e-12,2.7637291117112507e-11
5.706551718940752e-12,2.5602134797309177e-11
4.960872723851733e-12,2.4309786130913808e-11
4.624670913750494e-12,2.304114687398316e-11
4.32816955115581e-12,2.1193306018432068e-11
3.962785563836682e-12,1.8684641218964406e-11
3.532740046456763e-12,1.6472501382044825e-11
3.048475003126741e-12,1.5147639026275994e-11
2.5872938574132744e-12,1.4617583464269492e-11
1.262088404022947e-10,1.7789419361033098e-10
1.1936004896665946e-10,1.6178872326636421e-10
1.0064757378432036e-10,1.584344042218313e-10
8.176197162814142e-11,1.2725570677612154e-10
6.703203453851542e-11,1.1704995515753777e-10
5.882375049160533e-11,1.2731442245376138e-10
4.970225870718416e-11,1.4010609442884236e-10
4.276945429284265e-11,1.39644779925364e-10
3.717097777929377e-11,1.28041750520176e-10
3.177467449858896e-11,1.16977508941216e-10
2.5852431582869188e-11,1.0603113327760403e-10
2.1050249873982866e-11,9.707510621444515e-11
1.5647441265495255e-11,8.041584442000968e-11
1.232365007355286e-11,6.469040932423953e-11
9.802798986756384e-12,5.531414322209316e-11
8.19032375531785e-12,4.904968461849426e-11
7.206088420007304e-12,4.4020989972676366e-11
6.712934419527303e-12,4.0194873399334037e-11
6.260378444925759e-12,3.6927110562872975e-11
5.594195076742041e-12,3.416265021599251e-11
5.030142806428043e-12,3.212169402809483e-11
4.5614760640088e-12,3.03863432251712e-11
6.6106092469392175e-12,5.433579783177042e-12
6.6437804112787914e-12,1.0081371066465039e-11
6.703425194184618e-12,1.2536152677958233e-11
5.868155262269702e-12,1.5060997928970174e-11
5.982865329435842e-12,1.6673075837069024e-11
7.348960604096701e-12,1.8569934602014965e-11
7.580527837282053e-12,1.9119465896216847e-11
7.744443657911178e-12,1.8513328417118598e-11
5.920848479487699e-12,1.707187768087641e-11
2.937633499775225e-12,8.828194244920592e-12
3.276391589256139e-12,4.14148574206092e-11
6.261192837294365e-12,4.348804588108914e-11
6.517554864525796e-12,5.1695136960645e-11
6.490573669743224e-12,5.2243111270029283e-11
6.950788268530488e-12,4.583809254412191e-11
7.039618494105984e-12,4.362503023913556e-11
6.778564357193522e-12,3.972269992498507e-11
6.239619415826761e-12,3.3250301696203097e-11
5.3212658393934205e-12,2.4850005367601158e-11
4.5662088276049734e-12,2.228930869404869e-11
3.135923628470615e-12,1.126644652244134e-11
4.74531421987676e-12,1.902704482095279e-11
5.08382571944678e-12,2.0042642820700214e-11
4.780042228600233e-12,1.9358289870279497e-11
5.565493021700633e-12,1.8904359527927644e-11
6.436014618943083e-12,1.9721218955804515e-11
6.5466107936133855e-12,1.9837462440346427e-11
7.336976198544314e-12,2.1373766474387634e-11
8.073891224427763e-12,2.113163071593666e-11
7.99682086493493e-12,2.216976612157886e-11
7.531917637470187e-12,2.2068573540183806e-11
3.504305156929914e-12,1.6526826219794458e-11
4.008994412429278e-12,2.1917056395345436e-11
3.919792301333819e-12,2.177595554192975e-11
4.9515110916071125e-12,1.9253158339848116e-11
4.770414195685452e-12,1.8397805327330967e-11
4.118084957757848e-12,1.6468424136820333e-11
4.113469431842731e-12,1.5078518370806123e-11
3.86672634115011e-12,1.4387629363333324e-11
5.4415275334588364e-11,4.476180189077143e-11
5.04059603534652e-11,6.636834038000597e-11
4.981962638408185e-11,8.017057128280086e-11
5.6524121272524925e-11,9.17456550983364e-11
5.20955464128425e-11,9.402547628266581e-11
4.498086850687027e-11,9.657716632485891e-11
4.123140289676207e-11,9.25924558997427e-11
3.672851110141417e-11,8.536818377817311e-11
3.0056630859318994e-11,7.717410629792555e-11
2.4602532084490873e-11,6.943211792727378e-11
2.0591742511764212e-11,6.31932899396057e-11
1.6499577969129002e-11,5.585247657341876e-11
1.3629741924313475e-11,4.981383350488608e-11
1.1743123003295e-11,4.3799403817895346e-11
1.0776399260862707e-11,3.9425935784865044e-11
1.5744854403647175e-11,2.2908053426300465e-11
2.0419890346466435e-11,3.975015084810155e-11
1.8119179932608768e-11,4.5443766559148597e-11
1.852537450236089e-11,4.4849180631423006e-11
1.6569312062596118e-11,4.453752163383465e-11
1.474154702596805e-11,4.249930738672063e-11
1.298539786353661e-11,3.75106733009961e-11
1.1364394984652012e-11,3.401701370641421e-11
9.57157658791914e-12,3.1676897102591935e-11
2.5466651395624295e-11,5.4734954298612206e-11
2.429135193420788e-11,8.388942275459807e-11
1.8377999269969683e-11,6.952440014600607e-11
1.484453672823968e-11,5.678712390722048e-11
1.3430027638398001e-11,5.0286294606169535e-11
1.2138681577026854e-11,4.601760051401375e-11
1.0095673414532776e-11,4.3245870627594545e-11
9.302399319855884e-12,4.23975079965714e-11
8.886372676703154e-12,4.045061332930188e-11
8.319234720569157e-12,3.614262624054221e-11
8.086443818859364e-12,3.3466107015554114e-11
7.845294954383137e-12,3.129211876540137e-11
7.678308864178755e-12,2.915478079822005e-11
6.9777869355449745e-12,2.820909295838148e-11
5.735778470366352e-12,2.5874336437845435e-11
5.296757993540903e-12,2.3562088477646408e-11
4.951693970497405e-12,2.0343150621517792e-11
6.340016874369218e-10,3.775765516494144e-10
1.357172171885965e-10,1.0442831989856503e-10
1.0886348273064382e-10,8.801572953771336e-11
9.774924837446291e-11,8.087110209682818e-11
9.014626707443075e-11,7.568189018115409e-11
8.60211201752178e-11,7.064495038090102e-11
7.361578859496465e-11,6.225100420763823e-11
3.164102296581139e-11,4.8397424070523624e-11
2.8448642218383524e-11,4.6371568890783594e-11
1.666030217294907e-11,3.744766725345585e-11
1.5026949577194613e-11,3.589113526605742e-11
1.004124852579782e-11,2.874198404701908e-11
6.118559592753012e-12,2.087849205271759e-11
2.5163061921875913e-11,2.1316502680728208e-11
2.0493772462145755e-11,2.1269074412301888e-11
1.8198951275555292e-11,1.610646320626878e-11
1.6930247853115775e-11,1.2651448159592074e-11
1.493434160136688e-11,1.0541978436340068e-11
1.4427559677706454e-11,8.798312807264093e-12
1.3357693665844407e-11,7.53977651493763e-12
2.237051273455949e-12,3.804798831951491e-11
3.4784628640529594e-12,4.03378997474691e-11
4.9948338116841045e-12,4.446338302009073e-11
5.021072504304522e-12,4.4307947162278604e-11
5.584247129365318e-12,4.027354514107049e-11
5.346089143409919e-12,3.742152140547088e-11
5.44238468580724e-12,3.3541810969959534e-11
4.8474169353274095e-12,3.0317687027091736e-11
1.1056061169549829e-09,8.256642903434868e-10
9.709008158808227e-10,7.432816342474631e-10
8.632834825536276e-10,6.77212100845715e-10
3.291183431591857e-10,3.696541439313166e-10
3.1620634609905926e-10,3.5693995771599746e-10
3.0528755190705935e-10,3.4949553139226933e-10
2.963946495870358e-10,3.3863373191265863e-10
2.9463500010649334e-10,3.3545407245807963e-10
2.8981388477052055e-10,3.293782200954672e-10
2.850054195300076e-10,3.238228064214971e-10
2.8200366905950166e-10,3.150726587987941e-10
2.795374644284957e-10,3.082085830339593e-10
2.7615635965535134e-10,2.983852019014028e-10
2.712810588108709e-10,2.918648673671357e-10
2.6529441735664847e-10,2.852132936808378e-10
2.5871573513308156e-10,2.769312379659677e-10
